volume,plate,figure,printed_name,printed_latin,scientific,common,ebird_code,taxonomy,wikidata,gbif,avibase,birdnet_label,form,confidence,caption_checked,reason,sources
II,11,,Grey Pericrocotus,Pericrocotus cinereus,Pericrocotus divaricatus,Ashy Minivet,ashmin1,eBird/Clements 2025,Q1590357,2486818,,Pericrocotus divaricatus_Ashy Minivet,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,12,,Philippine-Island Thickhead,Hylopterpe philippinensis,Pachycephala philippinensis,Yellow-bellied Whistler,yebwhi1,eBird/Clements 2025,Q1587465,5959167,5E75CBEF9E58F740,Pachycephala philippinensis_Yellow-bellied Whistler,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,13,,Grey-headed Pteruthius,Pteruthius eralatus,Pteruthius aeralatus,White-browed Shrike-Babbler,whbshb1,eBird/Clements 2025,Q14156927,7341431,4C6B41B31F6978C3,Pteruthius aeralatus_Blyth's Shrike-Babbler,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,14,,Himalayan Pteruthius,Pteruthius erythropterus,Pteruthius aeralatus,White-browed Shrike-Babbler,whbshb1,eBird/Clements 2025,Q14156927,7341431,4C6B41B31F6978C3,Pteruthius aeralatus_Blyth's Shrike-Babbler,subspecies,low,yes,the survey's form assignment; the Kansas catalogue reads Pteruthius flaviscapis (White-browed Shrike-Babbler),List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
II,15,,Rufous-bellied Pteruthius,Pteruthius rufiventer,Pteruthius rufiventer,Black-headed Shrike-Babbler,bhsbab1,eBird/Clements 2025,Q3726366,2492992,484E9B46D2F6297C,Pteruthius rufiventer_Black-headed Shrike-Babbler,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,16,,Black-eared Allotrius,Allotrius melanotis,Pteruthius melanotis,Black-eared Shrike-Babbler,besbab1,eBird/Clements 2025,Q746109,2492994,17DB8BA0E1EE56F1,Pteruthius melanotis_Black-eared Shrike-Babbler,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,17,,Yellow-green Allotrius,Allotrius xanthochloris,Pteruthius xanthochlorus,Green Shrike-Babbler,grsbab1,eBird/Clements 2025,Q3726360,2492995,00C6FC90B1957B46,Pteruthius xanthochlorus_Green Shrike-Babbler,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,18,,Paradise Flycatcher,Muscipeta Paradisi,Terpsiphone paradisi,Indian Paradise-Flycatcher,aspfly1,eBird/Clements 2025,Q568512,2486687,758938055C930A4F,Terpsiphone paradisi_Indian Paradise-Flycatcher,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,19,,Ince's Paradise Flycatcher,Muscipeta Incei,Terpsiphone incei,Amur Paradise-Flycatcher,amupaf1,eBird/Clements 2025,Q22117129,7696863,,Terpsiphone incei_Amur Paradise-Flycatcher,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,20,,Grand Niltava,Niltava grandis,Niltava grandis,Large Niltava,larnil1,eBird/Clements 2025,Q1589120,2492650,75234D1EB448321D,Niltava grandis_Large Niltava,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,21,,Sundara Niltava,Niltava Sundara,Niltava sundara,Rufous-bellied Niltava,rubnil1,eBird/Clements 2025,Q1590088,2492649,7FBCFF872BA4C8F6,Niltava sundara_Rufous-bellied Niltava,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,22,,MacGregor's Niltava,Niltava MacGregoriae,Niltava macgrigoriae,Small Niltava,smanil1,eBird/Clements 2025,Q1301331,2492654,AE0A8E40E592C918,Niltava macgrigoriae_Small Niltava,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,23,,Jericho Sun-bird,Nectarinia Osea,Cinnyris osea,Palestine Sunbird,palsun2,eBird/Clements 2025,Q1528819,7340679,783E492C70851B12,Cinnyris osea_Palestine Sunbird,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,24,,Ceylonese Sun-bird,Nectarinia Zelonica,Leptocoma zeylonica,Purple-rumped Sunbird,pursun3,eBird/Clements 2025,Q25191152,7340855,9A13D986F7A8C5A7,Leptocoma zeylonica_Purple-rumped Sunbird,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,25,,Penang Sun-bird,Nectarinia insignis,Aethopyga siparaja,Crimson Sunbird,eacsun1,eBird/Clements 2025,Q73760,2484677,F1B35D09C6E33A24,Aethopyga siparaja_Crimson Sunbird,subspecies,low,yes,the survey's form assignment; the Kansas catalogue reads Nectarinia calcostetha (Nectarinia calcostetha),List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
II,26,,Mrs. Gould's Sun-bird,Nectarinia Gouldiae,Aethopyga gouldiae,Mrs. Gould's Sunbird,gousun1,eBird/Clements 2025,Q2743811,2484669,6A4A67F7AC5391C2,Aethopyga gouldiae_Mrs. Gould's Sunbird,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,27,,Black-breasted Sun-bird,Nectarinia saturata,Aethopyga saturata,Black-throated Sunbird,bltsun1,eBird/Clements 2025,Q2454690,2484682,,Aethopyga saturata_Black-throated Sunbird,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,28,,Fiery-tailed Sun-bird,Nectarinia ignicauda,Aethopyga ignicauda,Fire-tailed Sunbird,fitsun1,eBird/Clements 2025,Q2471281,2484674,,Aethopyga ignicauda_Fire-tailed Sunbird,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,29,,Goulpourah Sun-bird,Nectarinia Goalpariensis,Aethopyga siparaja,Crimson Sunbird,eacsun1,eBird/Clements 2025,Q73760,2484677,F1B35D09C6E33A24,Aethopyga siparaja_Crimson Sunbird,subspecies,medium,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
II,30,,Vigors' Sun-bird,Nectarinia Vigorsii,Aethopyga vigorsii,Vigors's Sunbird,wecsun1,eBird/Clements 2025,Q5420068,6086852,,Aethopyga vigorsii_Vigors's Sunbird,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,31,,Nepaulese Sun-bird,Nectarinia Nipalensis,Aethopyga nipalensis,Green-tailed Sunbird,grtsun1,eBird/Clements 2025,Q3238764,2484681,,Aethopyga nipalensis_Green-tailed Sunbird,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,32,,Asiatic Sun-bird,Nectarinia Asiatica,Cinnyris asiaticus,Purple Sunbird,pursun4,eBird/Clements 2025,Q1797393,7340608,E9BCF7640544FC7C,Cinnyris asiaticus_Purple Sunbird,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,33,,Loten's Sun-bird,Nectarinia Lotenia,Cinnyris lotenius,Loten's Sunbird,lobsun2,eBird/Clements 2025,Q3595570,7340540,2088177F7573E8E5,Cinnyris lotenius_Loten's Sunbird,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,34,,Plain Zosterops,Zosterops simplex,Zosterops simplex,Swinhoe's White-eye,swiwhe1,eBird/Clements 2025,Q40660989,9047331,,Zosterops simplex_Swinhoe's White-eye,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,35,,Chestnut-sided Zosterops,Zosterops erythropleura,Zosterops erythropleurus,Chestnut-flanked White-eye,cfweye1,eBird/Clements 2025,Q2670220,2489345,03E6F144BCC4C0AC,Zosterops erythropleurus_Chestnut-flanked White-eye,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,36,,Red-collared Diceum,Diceum retrocinctum,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Dicaeum retrocinctum (Scarlet-collared Flowerpecker),List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
II,37,,Yellow-throated Diceum,Diceum dorsale,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Dicaeum trigonostigma (Orange-bellied Flowerpecker),List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
II,38,,Red-backed Dicaeum,Diceum cruentum,Dicaeum cruentatum,Scarlet-backed Flowerpecker,scbflo1,eBird/Clements 2025,Q590200,2484710,10016732CAB549E7,Dicaeum cruentatum_Scarlet-backed Flowerpecker,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,39,,Pryer's Dicaeum,Diceum Pryeri,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Dicaeum cruentatum (Scarlet-backed Flowerpecker),List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
II,40,,Fire-breasted Myzanthe,Myzanthe ignipectus,Dicaeum ignipectus,Fire-breasted Flowerpecker,fibflo1,eBird/Clements 2025,,,,Dicaeum ignipectus_Fire-breasted Flowerpecker,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,41,,Legge's Flower-pecker,Prionochilus vincens,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Dicaeum vincens (Legge's Flowerpecke),List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
II,42,,Naga Nuthatch,Sitta nagaensis,Sitta nagaensis,Chestnut-vented Nuthatch,chvnut1,eBird/Clements 2025,Q902434,2484912,1296824860E592B9,Sitta nagaensis_Chestnut-vented Nuthatch,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,43,,Beautiful Nuthatch,Sitta formosa,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Sitta Formosa (Beautiful Nuthatch),List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
II,44,,Cinnamon-bellied Nuthatch,Sitta cinnamomeoventris,Sitta cinnamoventris,Chestnut-bellied Nuthatch,chbnut3,eBird/Clements 2025,Q995599,6100822,DB238042DC438941,Sitta cinnamoventris_Chestnut-bellied Nuthatch,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,45,,Chestnut-bellied Nuthatch,Sitta castaneoventris,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Sitta castanea (Chestnut-bellied Nuthatch),List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
II,46,,White-faced Nuthatch,Sitta leucopsis,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Sitta leucopsis (White-cheeked Nuthatch),List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
II,47,,Himalayan Nuthatch,Sitta Himalayensis,Sitta himalayensis,White-tailed Nuthatch,whtnut1,eBird/Clements 2025,Q942771,2484888,26FFF2384643A9E2,Sitta himalayensis_White-tailed Nuthatch,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,48,,White-naped Tit,Parus venustulus,Periparus venustulus,Yellow-bellied Tit,yebtit4,eBird/Clements 2025,Q2668504,2487872,,Periparus venustulus_Yellow-bellied Tit,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,49,,Chestnut-bellied Tit,Parus castaneoventris,Sittiparus castaneoventris,Chestnut-bellied Tit,vartit3,eBird/Clements 2025,Q21364384,9088838,,Sittiparus castaneoventris_Chestnut-bellied Tit,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,50,,Elegant Tit,Parus elegans,Periparus elegans,Elegant Tit,eletit2,eBird/Clements 2025,Q2071875,2487869,,Periparus elegans_Elegant Tit,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,51,,Sultan Tit,Melanochlora Sultanea,Melanochlora sultanea,Sultan Tit,sultit1,eBird/Clements 2025,Q2263439,2487922,2D6E3DBDF8C51A11,Melanochlora sultanea_Sultan Tit,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,52,,Yellow-cheeked Tit,Parus xanthogenys,Machlolophus xanthogenys,Himalayan Black-lored Tit,blltit1,eBird/Clements 2025,Q27075362,7392027,885D762371CA664C,Machlolophus xanthogenys_Himalayan Black-lored Tit,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,53,,Spotted Tit,Parus Spilonotus,Machlolophus spilonotus,Yellow-cheeked Tit,yectit1,eBird/Clements 2025,Q27075367,8317485,AEF498CA30D3E2EF,Machlolophus spilonotus_Yellow-cheeked Tit,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,54,,Jerdon's Tit,Parus Jerdoni,Machlolophus xanthogenys,Himalayan Black-lored Tit,blltit1,eBird/Clements 2025,Q27075362,7392027,885D762371CA664C,Machlolophus xanthogenys_Himalayan Black-lored Tit,subspecies,medium,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
II,55,,Ash-coloured Tit,Parus cinereus,Parus cinereus,Asian Tit,cintit13,eBird/Clements 2025,,,,Parus cinereus_Cinereous Tit,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,56,,Chinese Tit,Parus minor,Parus cinereus,Asian Tit,cintit13,eBird/Clements 2025,,,,Parus minor_Japanese Tit,,high,yes,"eBird 2025 lumps the Japanese Tit into Asian Tit, Parus cinereus",List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,57,,Mountain-Tit,Parus monticolus,Parus monticolus,Green-backed Tit,grbtit1,eBird/Clements 2025,Q500024,2487935,4E1C5625FB7716EE,Parus monticolus_Green-backed Tit,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,58,,Grey Tit,Parus dichrous,Lophophanes dichrous,Gray-crested Tit,gyctit1,eBird/Clements 2025,Q2665643,2487882,854917137F8DCFBA,Lophophanes dichrous_Gray-crested Tit,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,59,,Rufous-bellied Tit,Parus rubidiventris,Periparus rubidiventris,Rufous-vented Tit,ruvtit2,eBird/Clements 2025,Q27075349,2487870,D556729682D8CCC6,Periparus rubidiventris_Rufous-vented Tit,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,60,,Rufous-naped Tit,Parus rufonuchalis,Periparus rufonuchalis,Rufous-naped Tit,bkbtit2,eBird/Clements 2025,Q839135,2487868,59DFB1CCCEBE577E,Periparus rufonuchalis_Rufous-naped Tit,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,61,,Black-crested Tit,Parus melanolophus,Periparus ater,Coal Tit,coatit2,eBird/Clements 2025,Q191096,2487871,166CD4402D4A416B,Periparus ater_Coal Tit,subspecies,low,yes,the survey's form assignment; the Kansas catalogue reads Periparus melanolophus (Spot-winged Ti),List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
II,62,,Yarkand Tit,Leptopoecile Sophiae,Leptopoecile sophiae,White-browed Tit-Warbler,wbtwar1,eBird/Clements 2025,Q1590939,2493436,FCAE5D9CCDEB211D,Leptopoecile sophiae_White-browed Tit-Warbler,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,63,,Exile Tit,Psaltria exilis,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Psaltria exilis (Pygmy Bushtit),List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
II,64,,Red-headed Tit,Psaltria erythrocephala,Aegithalos concinnus,Black-throated Tit,blttit2,eBird/Clements 2025,Q1089092,2494998,DBA25D69F02DFB52,Aegithalos concinnus_Black-throated Tit,subspecies,medium,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
II,65,,Elegant Tit,Psaltria concinna,Aegithalos concinnus,Black-throated Tit,blttit2,eBird/Clements 2025,Q1089092,2494998,DBA25D69F02DFB52,Aegithalos concinnus_Black-throated Tit,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,66,,Afghan Tit,Psaltria leucogenys,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Aegithalos leucogenys (White-cheeked Bushtit),List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
II,67,,White-throated Tit,Acanthiparus niveogularis,Aegithalos niveogularis,White-throated Tit,whttit1,eBird/Clements 2025,Q1589516,2495001,,Aegithalos niveogularis_White-throated Tit,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,68,,Chestnut-breasted Tit,Acanthiparus Jouschistos,Aegithalos iouschistos,Black-browed Tit,bkbtit3,eBird/Clements 2025,Q1590485,2494999,,Aegithalos iouschistos_Black-browed Tit,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,69,,Silvery-throated Tit,Mecistura glaucogularis,Aegithalos glaucogularis,Silver-throated Tit,lottit5,eBird/Clements 2025,Q12252815,5844992,,Aegithalos glaucogularis_Silver-throated Tit,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,70,,Chinese Penduline Tit,Aigithalus consobrinus,Remiz consobrinus,Chinese Penduline-Tit,chptit1,eBird/Clements 2025,Q2225265,2487384,6D6870E3B0027B45,Remiz consobrinus_Chinese Penduline-Tit,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,71,,Flame-fronted Flower-pecker,Aigithalus flammiceps,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Cephalopyrus flammiceps (Fire-capped Tit),List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
II,72,,Philippine Oriole,Oriolus chinensis,Oriolus chinensis,Black-naped Oriole,blnori1,eBird/Clements 2025,Q74092,2488962,CC216A71A3F24E79,Oriolus chinensis_Black-naped Oriole,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,73,,Broderip's Oriole,Oriolus Broderipi,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Oriolus chinensis (Black-naped Oriole),List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
II,74,,Maroon Oriole,Psaropholus Trailli,Oriolus traillii,Maroon Oriole,marori2,eBird/Clements 2025,Q2719196,2488953,11093B09D12A2921,Oriolus traillii_Maroon Oriole,,high,yes,,List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
II,75,,Red Oriole,Psaropholus ardens,Oriolus traillii,Maroon Oriole,marori2,eBird/Clements 2025,Q2719196,2488953,11093B09D12A2921,,subspecies,high,yes,"form: Oriolus traillii ardens, the Taiwan Maroon Oriole (KU)",List of Plates (vol. II); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,1,,Clouded Thrush,Turdus fuscatus,Turdus eunomus,Dusky Thrush,dusthr2,eBird/Clements 2025,Q1591651,4408789,E3B6927817B7ABB4,Turdus eunomus_Dusky Thrush,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,2,,Red-throated Thrush,Turdus ruficollis,Turdus ruficollis,Red-throated Thrush,retthr1,eBird/Clements 2025,Q220985,2490740,77B6BACB4F619FBB,Turdus ruficollis_Red-throated Thrush,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,3,,Gould's Thrush,Turdus Gouldi,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Turdus rubrocanus (Chestnut Thrush),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,4,,Affghan Thrush,Merula unicolor,Turdus unicolor,Tickell's Thrush,ticthr1,eBird/Clements 2025,Q1585735,2490788,F4692C3B28EF7A78,Turdus unicolor_Tickell's Thrush,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,5,,Chestnut-coloured Merula,Merula castanea,Turdus rubrocanus,Chestnut Thrush,chethr1,eBird/Clements 2025,Q2672643,2490750,82351263DEDB768A,Turdus rubrocanus_Chestnut Thrush,subspecies,medium,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,6,,White-collared Merula,Merula albocincta,Turdus albocinctus,White-collared Blackbird,whcbla1,eBird/Clements 2025,Q1062434,2490761,,Turdus albocinctus_White-collared Blackbird,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,7,,Grey-winged Merula,Merula Boulboul,Turdus boulboul,Gray-winged Blackbird,gywbla1,eBird/Clements 2025,Q773961,2490772,06DEFA6B6C185D7C,Turdus boulboul_Gray-winged Blackbird,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,8,,Chestnut-bellied Rock-Thrush,Petrocincla erythrogastra,Monticola rufiventris,Chestnut-bellied Rock-Thrush,cbrthr1,eBird/Clements 2025,Q1080355,5231003,7305993C2F4D9A13,Monticola rufiventris_Chestnut-bellied Rock-Thrush,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,9,,Crested Spizixos,Spizixos canifrons,Spizixos canifrons,Crested Finchbill,crefin1,eBird/Clements 2025,Q2927921,2486221,,Spizixos canifrons_Crested Finchbill,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,10,,Chinese Spizixos,Spizixos semitorques,Spizixos semitorques,Collared Finchbill,colfin1,eBird/Clements 2025,Q591461,2486222,,Spizixos semitorques_Collared Finchbill,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,11,,Chinese Bulbul,Ixus sinensis,Pycnonotus sinensis,Light-vented Bulbul,livbul1,eBird/Clements 2025,Q1061015,2486150,,Pycnonotus sinensis_Light-vented Bulbul,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,12,,Formosan Hypsipetes,Hypsipetes nigerrima,Hypsipetes leucocephalus,Black Bulbul,blabul1,eBird/Clements 2025,Q998240,5230300,B76214D7073F03CC,Hypsipetes leucocephalus_Black Bulbul,subspecies,medium,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,13,,Javanese Phyllornis,Phyllornis Javensis,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Chloropsis sonnerati (Greater Green Leafbird),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,14,,Hardwick's Phyllornis,Phyllornis Hardwicki,Chloropsis hardwickii,Orange-bellied Leafbird,orblea1,eBird/Clements 2025,Q776547,5230728,A42A16D2EEC9C3B7,Chloropsis hardwickii_Orange-bellied Leafbird,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
III,15,,Hodgson's Phyllornis,Phyllornis Hodgsoni,,,,,,,,,,none,yes,not identified here; the Kansas catalogue reads Chloropsis hardwickii (Orange-bellied Leafbird),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,16,,Malabar Phyllornis,Phyllornis Malabaricus,Chloropsis aurifrons,Golden-fronted Leafbird,goflea1,eBird/Clements 2025,Q199963,5230726,,,subspecies,judged,yes,form of the Golden-fronted Leafbird (KU),List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue
III,17,,Jerdon's Phyllornis,Phyllornis Jerdoni,Chloropsis jerdoni,Jerdon's Leafbird,jerlea1,eBird/Clements 2025,Q3785540,5789032,,Chloropsis jerdoni_Jerdon's Leafbird,,high,yes,,List of Plates (vol. III); engraved caption on the leaf; the text leaf bound after the plate; Kansas catalogue; pinned in Featherframe (gould_asia.yaml)
