volume,plate,figure,printed_name,printed_latin,scientific,common,ebird_code,taxonomy,wikidata,gbif,avibase,birdnet_label,form,confidence,caption_checked,reason,sources
II,47,,"Stone-chat, or Furze-chat",Pratincola rubicola,Saxicola rubicola,European Stonechat,stonec4,eBird/Clements 2025,Q838665,4408759,0EA8F8B905405FB3,Saxicola rubicola_European Stonechat,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 94",survey (sources/survey.csv)
II,48,,"Robin, or Redbreast",Erythacus rubecula,Erithacus rubecula,European Robin,eurrob1,eBird/Clements 2025,Q25334,2492462,C809B2B90399A43D,Erithacus rubecula_European Robin,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 98",survey (sources/survey.csv)
II,49,,Red-throated Bluebreast,Cyanecula suecica,Luscinia svecica,Bluethroat,blueth,eBird/Clements 2025,Q26578,4408732,AFD6FD811AA7D6A7,Luscinia svecica_Bluethroat,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 97",survey (sources/survey.csv)
II,50,,White-throated Bluebreast,Cyanecula leucocyana,Luscinia svecica,Bluethroat,blueth,eBird/Clements 2025,Q26578,4408732,AFD6FD811AA7D6A7,Luscinia svecica_Bluethroat,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 97; subspecies plate",survey (sources/survey.csv)
II,51,,Redstart,Ruticilla phœnicura,Phoenicurus phoenicurus,Common Redstart,comred2,eBird/Clements 2025,Q26620,5739317,06DD9D954313582E,Phoenicurus phoenicurus_Common Redstart,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 95",survey (sources/survey.csv)
II,52,,Black Redstart,Ruticilla tithys,Phoenicurus ochruros,Black Redstart,blared1,eBird/Clements 2025,Q26755,5739315,612B5C244E272075,Phoenicurus ochruros_Black Redstart,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 96",survey (sources/survey.csv)
II,53,,Rufous Sedge-Warbler,Aëdon galactodes,Cercotrichas galactotes,Rufous-tailed Scrub-Robin,rutscr1,eBird/Clements 2025,,,,Cercotrichas galactotes_Rufous-tailed Scrub-Robin,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 112",survey (sources/survey.csv)
II,54,,Alpine Accentor,Accentor alpinus,Prunella collaris,Alpine Accentor,alpacc1,eBird/Clements 2025,Q208334,5231770,A783468FC167312E,Prunella collaris_Alpine Accentor,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 99",survey (sources/survey.csv)
II,55,,"Hedge-Accentor, or Hedge-Sparrow",Accentor modularis,Prunella modularis,Dunnock,dunnoc1,eBird/Clements 2025,Q26698,5231763,26530C865C4A655C,Prunella modularis_Dunnock,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 100",survey (sources/survey.csv)
II,56,,Nightingale,Luscinia philomela,Luscinia megarhynchos,Common Nightingale,comnig1,eBird/Clements 2025,Q25393,7660710,7C7F0DEE5B364038,Luscinia megarhynchos_Common Nightingale,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 116",survey (sources/survey.csv)
II,57,,Whitethroat,Sylvia cinerea,Curruca communis,Greater Whitethroat,grewhi1,eBird/Clements 2025,Q110257516,10507373,14AFBA82D556918C,Curruca communis_Greater Whitethroat,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 125",survey (sources/survey.csv)
II,58,,Lesser Whitethroat,Sylvia curruca,Curruca curruca,Lesser Whitethroat,leswhi4,eBird/Clements 2025,Q110257504,11034996,A99F93BCE984549A,Curruca curruca_Lesser Whitethroat,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 125",survey (sources/survey.csv)
II,59,,Dartford Warbler,Melizophilus provincialis,Curruca undata,Dartford Warbler,darwar1,eBird/Clements 2025,Q110257524,10355796,85629EF4042C9DBB,Curruca undata_Dartford Warbler,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 129",survey (sources/survey.csv)
II,60,,Blackcap,Curruca atricapilla,Sylvia atricapilla,Eurasian Blackcap,blackc1,eBird/Clements 2025,Q188446,2492956,61F9065BE0965E1A,Sylvia atricapilla_Eurasian Blackcap,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 120",survey (sources/survey.csv)
II,61,,Orphean Warbler,Curruca orphea,Curruca hortensis,Western Orphean Warbler,weowar2,eBird/Clements 2025,Q110257498,10630343,95E7E0E5E3481A63,Curruca hortensis_Western Orphean Warbler,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 119",survey (sources/survey.csv)
II,62,,Garden Warbler,Curruca hortensis,Sylvia borin,Garden Warbler,garwar1,eBird/Clements 2025,Q202478,2492942,A6A4FC63261EA8CD,Sylvia borin_Garden Warbler,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 121",survey (sources/survey.csv)
II,63,,Common Wren,Troglodytes europæus,Troglodytes troglodytes,Eurasian Wren,winwre4,eBird/Clements 2025,Q25740,5231438,11A4055E89689538,Troglodytes troglodytes_Eurasian Wren,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 130",survey (sources/survey.csv)
II,64,,Tree-creeper,Certhia familiaris,Certhia familiaris,Eurasian Treecreeper,eurtre1,eBird/Clements 2025,Q193593,2487603,73BE9A87F6A32D6A,Certhia familiaris_Eurasian Treecreeper,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 237",survey (sources/survey.csv)
II,65,,Willow-Wren,Phyllopneuste trochilus,Phylloscopus trochilus,Willow Warbler,wlwwar,eBird/Clements 2025,Q27239,2493052,88F4B969622B8268,Phylloscopus trochilus_Willow Warbler,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 131",survey (sources/survey.csv)
II,66,,Chiff-chaff,Phyllopneuste rufa,Phylloscopus collybita,Common Chiffchaff,comchi1,eBird/Clements 2025,Q185784,2493091,458C8CBE3AABFD1E,Phylloscopus collybita_Common Chiffchaff,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 131",survey (sources/survey.csv)
II,67,,Wood-Wren,Phyllopneuste sibilatrix,Phylloscopus sibilatrix,Wood Warbler,woowar,eBird/Clements 2025,Q27075477,8128385,572C4C7FD4322D14,Phylloscopus sibilatrix_Wood Warbler,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 131",survey (sources/survey.csv)
II,68,,Yellow-browed Warbler,Reguloïdes superciliosus,Phylloscopus inornatus,Yellow-browed Warbler,yebwar3,eBird/Clements 2025,Q330318,2493095,0C120038E5CA37D7,Phylloscopus inornatus_Yellow-browed Warbler,,high,yes,,engraved caption on the leaf; pinned in Featherframe (gould_britain.yaml)
II,69,,"Golden-crested Wren, or Kinglet",Regulus cristatus,Regulus regulus,Goldcrest,goldcr1,eBird/Clements 2025,Q26657,2484596,A7CC62D6BD333F25,Regulus regulus_Goldcrest,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 148",survey (sources/survey.csv)
II,70,,Fire-crested Wren,Regulus ignicapillus,Regulus ignicapilla,Common Firecrest,firecr1,eBird/Clements 2025,Q27471,6093527,85B03849153146D8,Regulus ignicapilla_Common Firecrest,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 148",survey (sources/survey.csv)
II,71,,Melodious Warbler,Ficedula hypolais,Hippolais icterina,Icterine Warbler,ictwar1,eBird/Clements 2025,Q27674,2493220,869C978C8E5840C8,Hippolais icterina_Icterine Warbler,,low,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 133; Gould's British ""Melodious Warbler"" (Hypolais icterina of Yarrell); check plate vs polyglotta",survey (sources/survey.csv)
II,72,,Thrush-Warbler,Acrocephalus turdoides,Acrocephalus arundinaceus,Great Reed Warbler,grrwar1,eBird/Clements 2025,Q180835,2493128,B283E33243C17D97,Acrocephalus arundinaceus_Great Reed Warbler,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 106",survey (sources/survey.csv)
II,73,,Reed-Warbler,Calamoherpe arundinacea,Acrocephalus scirpaceus,Common Reed Warbler,eurwar1,eBird/Clements 2025,Q159080,2493118,4B3E6D256004B252,Acrocephalus scirpaceus_Eurasian Reed Warbler,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 108",survey (sources/survey.csv)
II,74,,Marsh-Warbler,Calamoherpe palustris,Acrocephalus palustris,Marsh Warbler,marwar3,eBird/Clements 2025,Q210422,2493136,B675E006C3745A12,Acrocephalus palustris_Marsh Warbler,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 109",survey (sources/survey.csv)
II,75,,"Sedge-Warbler, or Chat",Calamodyta phragmitis,Acrocephalus schoenobaenus,Sedge Warbler,sedwar1,eBird/Clements 2025,Q27236,2493129,FED5AED5C59A00B6,Acrocephalus schoenobaenus_Sedge Warbler,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 110",survey (sources/survey.csv)
II,76,,Aquatic Warbler,Calamodyta aquatica,Acrocephalus paludicola,Aquatic Warbler,aquwar1,eBird/Clements 2025,Q242599,2493114,C15141A60961F8BC,Acrocephalus paludicola_Aquatic Warbler,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 111",survey (sources/survey.csv)
II,77,,Savi's Warbler,Lusciniopsis luscinioides,Locustella luscinioides,Savi's Warbler,savwar1,eBird/Clements 2025,Q321272,2493551,2D46BB9888C846D0,Locustella luscinioides_Savi's Warbler,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 104",survey (sources/survey.csv)
II,78,,Grasshopper Warbler,Locustella avicula,Locustella naevia,Common Grasshopper Warbler,cogwar1,eBird/Clements 2025,Q208710,2493548,BC0E4C9F87721B1A,Locustella naevia_Common Grasshopper-Warbler,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 103",survey (sources/survey.csv)
III,1,,Pied Wagtail,Motacilla Yarrelli,Motacilla alba,White Wagtail,whiwag,eBird/Clements 2025,Q25399,9687165,400E032C4624AA36,Motacilla alba_White Wagtail,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 141; subspecies (yarrellii)",survey (sources/survey.csv)
III,2,,White Wagtail,Motacilla alba,Motacilla alba,White Wagtail,whiwag,eBird/Clements 2025,Q25399,9687165,400E032C4624AA36,Motacilla alba_White Wagtail,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 141",survey (sources/survey.csv)
III,3,,Yellow Wagtail,Budytes Rayi,Motacilla flava,Western Yellow Wagtail,eaywag1,eBird/Clements 2025,Q25984,9701857,5983D677,Motacilla flava_Western Yellow Wagtail,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 145; subspecies (flavissima)",survey (sources/survey.csv)
III,4,,Grey-headed Wagtail,Budytes flava,Motacilla flava,Western Yellow Wagtail,eaywag1,eBird/Clements 2025,Q25984,9701857,5983D677,Motacilla flava_Western Yellow Wagtail,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 145",survey (sources/survey.csv)
III,5,,Grey-capped Wagtail,Budytes cinereocapilla,Motacilla flava,Western Yellow Wagtail,eaywag1,eBird/Clements 2025,Q25984,9701857,5983D677,Motacilla flava_Western Yellow Wagtail,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 145; subspecies (cinereocapilla)",survey (sources/survey.csv)
III,6,,Grey Wagtail (summer plumage),Calobates sulphurea,Motacilla cinerea,Gray Wagtail,grywag,eBird/Clements 2025,Q201316,2490310,AE073221679039C2,Motacilla cinerea_Gray Wagtail,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 147",survey (sources/survey.csv)
III,7,,Grey Wagtail (winter plumage),Calobates sulphurea,Motacilla cinerea,Gray Wagtail,grywag,eBird/Clements 2025,Q201316,2490310,AE073221679039C2,Motacilla cinerea_Gray Wagtail,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 147",survey (sources/survey.csv)
III,8,,Richard's Pipit,Anthus Richardii,Anthus richardi,Richard's Pipit,ricpip1,eBird/Clements 2025,Q904790,9465111,41ECD10E24E8772D,Anthus richardi_Richard's Pipit,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 135",survey (sources/survey.csv)
III,9,,Tawny Pipit,Anthus campestris,Anthus campestris,Tawny Pipit,tawpip1,eBird/Clements 2025,Q27226,2490274,250CDA5828B68D0A,Anthus campestris_Tawny Pipit,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 137",survey (sources/survey.csv)
III,10,,Rock-Pipit,Anthus obscurus,Anthus petrosus,Rock Pipit,rocpip1,eBird/Clements 2025,Q642685,2490275,E1CBB1C259093F06,Anthus petrosus_Rock Pipit,,high,yes,,engraved caption on the leaf; pinned in Featherframe (gould_britain.yaml)
III,11,,Vinous Pipit,Anthus spinoletta,Anthus spinoletta,Water Pipit,watpip1,eBird/Clements 2025,Q208707,2490255,0A3FA18502F4FC70,Anthus spinoletta_Water Pipit,,high,yes,,engraved caption on the leaf; pinned in Featherframe (gould_britain.yaml)
III,12,,Red-throated Pipit,Anthus cervinus,Anthus cervinus,Red-throated Pipit,retpip,eBird/Clements 2025,Q241347,2490283,319D044A667563CD,Anthus cervinus_Red-throated Pipit,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 140",survey (sources/survey.csv)
III,13,,"Meadow-Pipit, or Titlark",Anthus pratensis,Anthus pratensis,Meadow Pipit,meapip1,eBird/Clements 2025,Q26956,2490266,14873249B607CEB1,Anthus pratensis_Meadow Pipit,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 136",survey (sources/survey.csv)
III,14,,Tree-Pipit,Anthus arboreus,Anthus trivialis,Tree Pipit,trepip,eBird/Clements 2025,Q143313,2490246,365F5E975B414FE6,Anthus trivialis_Tree Pipit,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 139",survey (sources/survey.csv)
III,15,,Sky-Lark,Alauda arvensis,Alauda arvensis,Eurasian Skylark,skylar,eBird/Clements 2025,Q25961,8077224,2D9A361995111F42,Alauda arvensis_Eurasian Skylark,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 166",survey (sources/survey.csv)
III,16,,Wood-Lark,Alauda arborea,Lullula arborea,Wood Lark,woolar1,eBird/Clements 2025,Q26969,2490604,742EC2F1CA97F56C,Lullula arborea_Wood Lark,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 167",survey (sources/survey.csv)
III,17,,Crested Lark,Galerita cristata,Galerida cristata,Crested Lark,crelar1,eBird/Clements 2025,,,,Galerida cristata_Crested Lark,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 165",survey (sources/survey.csv)
III,18,,Shore-Lark,Otocoris alpestris,Eremophila alpestris,Horned Lark,horlar,eBird/Clements 2025,Q207249,9415596,77AFF9B86BC9FEE3,Eremophila alpestris_Horned Lark,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 164",survey (sources/survey.csv)
III,19,,Calandra Lark,Melanocorypha calandra,Melanocorypha calandra,Calandra Lark,callar1,eBird/Clements 2025,Q470853,2490613,BDC24A8AA8A51BF9,Melanocorypha calandra_Calandra Lark,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 162",survey (sources/survey.csv)
III,20,,White-winged Lark,Melanocorypha leucoptera,Alauda leucoptera,White-winged Lark,whwlar1,eBird/Clements 2025,Q1137284,7607411,,,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed",survey (sources/survey.csv)
III,21,,Short-toed Lark,Calandrella brachydactyla,Calandrella brachydactyla,Greater Short-toed Lark,gstlar1,eBird/Clements 2025,Q24843,2490681,4091A51E,Calandrella brachydactyla_Greater Short-toed Lark,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 163",survey (sources/survey.csv)
III,22,,"Yellowhammer, or Yellow Bunting",Emberiza citrinella,Emberiza citrinella,Yellowhammer,yellow2,eBird/Clements 2025,Q26205,2491534,56FB47C05CB7275F,Emberiza citrinella_Yellowhammer,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 173",survey (sources/survey.csv)
III,23,,Cirl Bunting,Emberiza cirlus,Emberiza cirlus,Cirl Bunting,cirbun1,eBird/Clements 2025,Q148583,7626513,9AAB8C2174EFDF60,Emberiza cirlus_Cirl Bunting,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 175",survey (sources/survey.csv)
III,24,,Rustic Bunting,Emberiza rustica,Emberiza rustica,Rustic Bunting,rusbun,eBird/Clements 2025,Q286809,2491582,DA9746CEC82D30A3,Emberiza rustica_Rustic Bunting,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 177",survey (sources/survey.csv)
III,25,,Dwarf Bunting,Emberiza pusilla,Emberiza pusilla,Little Bunting,litbun,eBird/Clements 2025,Q216855,2491544,1866F80E52F4075F,Emberiza pusilla_Little Bunting,,high,yes,,engraved caption on the leaf; pinned in Featherframe (gould_britain.yaml)
III,26,,Common Bunting,Crithophaga miliaria,Emberiza calandra,Corn Bunting,corbun1,eBird/Clements 2025,Q27220,7634625,9A87EBB0B75C410B,Emberiza calandra_Corn Bunting,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 171",survey (sources/survey.csv)
III,27,,Ortolan Bunting,Glycyspina hortulana,Emberiza hortulana,Ortolan Bunting,ortbun1,eBird/Clements 2025,Q206630,2491482,4721056132879EB7,Emberiza hortulana_Ortolan Bunting,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 176",survey (sources/survey.csv)
III,28,,Black-headed Bunting,Euspiza melanocephala,Emberiza melanocephala,Black-headed Bunting,blhbun1,eBird/Clements 2025,Q334183,9613112,E2D2CB88A9D95E42,Emberiza melanocephala_Black-headed Bunting,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 172",survey (sources/survey.csv)
III,29,,Reed-Bunting,Schœnicola arundinacea,Emberiza schoeniclus,Reed Bunting,reebun,eBird/Clements 2025,Q26961,2491557,C0B9787440316E20,Emberiza schoeniclus_Reed Bunting,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 182",survey (sources/survey.csv)
III,30,,Lapland Bunting,Centrophanes lapponica,Calcarius lapponicus,Lapland Longspur,laplon,eBird/Clements 2025,Q208703,2491678,3534E4CEBACCB166,Calcarius lapponicus_Lapland Longspur,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 169",survey (sources/survey.csv)
III,31,,"Snow-Bunting, or Snowflake",Plectrophanes nivalis,Plectrophenax nivalis,Snow Bunting,snobun,eBird/Clements 2025,Q26416,2491719,9BEBC02505B416EE,Plectrophenax nivalis_Snow Bunting,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 170",survey (sources/survey.csv)
III,32,,Common or House-Sparrow,Passer domesticus,Passer domesticus,House Sparrow,houspa,eBird/Clements 2025,Q14683,5231190,240E33900CE34D44,Passer domesticus_House Sparrow,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 184",survey (sources/survey.csv)
III,33,,Tree-Sparrow,Passer montanus,Passer montanus,Eurasian Tree Sparrow,eutspa,eBird/Clements 2025,Q25968,5231198,C22FBF8D,Passer montanus_Eurasian Tree Sparrow,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 184",survey (sources/survey.csv)
III,34,,Chaffinch,Fringilla cœlebs,Fringilla coelebs,Common Chaffinch,comcha,eBird/Clements 2025,Q25383,2494422,6364E4A5,Fringilla coelebs_Common Chaffinch,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 187",survey (sources/survey.csv)
III,35,,Bramblefinch,Fringilla montifringilla,Fringilla montifringilla,Brambling,brambl,eBird/Clements 2025,Q188877,2494441,E16B2C0328E05DC5,Fringilla montifringilla_Brambling,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 188",survey (sources/survey.csv)
III,36,,Goldfinch,Carduelis elegans,Carduelis carduelis,European Goldfinch,eurgol,eBird/Clements 2025,Q25418,2494686,1B235E0052ACC519,Carduelis carduelis_European Goldfinch,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 196",survey (sources/survey.csv)
III,37,,Siskin,Chrysomitris spinus,Spinus spinus,Eurasian Siskin,eursis,eBird/Clements 2025,Q27075864,6092830,9820CECA12EC737D,Spinus spinus_Eurasian Siskin,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 197",survey (sources/survey.csv)
III,38,,Serin Finch,Serinus hortulanus,Serinus serinus,European Serin,eurser1,eBird/Clements 2025,Q271807,2494200,C3227709455B9AFF,Serinus serinus_European Serin,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 195",survey (sources/survey.csv)
III,39,,Greenfinch,Ligurinus chloris,Chloris chloris,European Greenfinch,eurgre1,eBird/Clements 2025,Q27075785,5845582,65BD2033E2A722C8,Chloris chloris_European Greenfinch,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 200",survey (sources/survey.csv)
III,40,,Hawfinch,Coccothraustes vulgaris,Coccothraustes coccothraustes,Hawfinch,hawfin,eBird/Clements 2025,Q174088,2494329,84E1F1149261F19E,Coccothraustes coccothraustes_Hawfinch,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 199",survey (sources/survey.csv)
III,41,,Bullfinch,Pyrrhula vulgaris,Pyrrhula pyrrhula,Eurasian Bullfinch,eurbul,eBird/Clements 2025,Q25382,2494543,24764DC7AD26E5F7,Pyrrhula pyrrhula_Eurasian Bullfinch,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 209",survey (sources/survey.csv)
III,42,,Bullfinch (young),Pyrrhula vulgaris,Pyrrhula pyrrhula,Eurasian Bullfinch,eurbul,eBird/Clements 2025,Q25382,2494543,24764DC7AD26E5F7,Pyrrhula pyrrhula_Eurasian Bullfinch,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 209; young",survey (sources/survey.csv)
III,43,,Scarlet Bullfinch,Carpodacus erythrinus,Carpodacus erythrinus,Common Rosefinch,comros,eBird/Clements 2025,Q46143,2494459,3A713345,Carpodacus erythrinus_Common Rosefinch,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 206",survey (sources/survey.csv)
III,44,,Pine-Grosbeak,Pinicola enucleator,Pinicola enucleator,Pine Grosbeak,pingro,eBird/Clements 2025,Q214571,2494771,83AC4DAD94AFC411,Pinicola enucleator_Pine Grosbeak,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 204",survey (sources/survey.csv)
III,45,,Common Crossbill,Loxia curvirostra,Loxia curvirostra,Red Crossbill,redcro,eBird/Clements 2025,Q26552,9629160,135564AAF6B01DA2,Loxia curvirostra_Red Crossbill,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 202",survey (sources/survey.csv)
III,46,,Parrot Crossbill,Loxia pityopsittacus,Loxia pytyopsittacus,Parrot Crossbill,parcro2,eBird/Clements 2025,Q645055,2494154,CAAD3E23531C26C5,Loxia pytyopsittacus_Parrot Crossbill,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 201",survey (sources/survey.csv)
III,47,,White-winged Crossbill,Loxia bifasciata,Loxia leucoptera,White-winged Crossbill,whwcro,eBird/Clements 2025,Q331190,8144830,80C297E6B82452E7,Loxia leucoptera_White-winged Crossbill,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 203; Two-barred (bifasciata) race",survey (sources/survey.csv)
III,48,,American White-winged Crossbill,Loxia leucoptera,Loxia leucoptera,White-winged Crossbill,whwcro,eBird/Clements 2025,Q331190,8144830,80C297E6B82452E7,Loxia leucoptera_White-winged Crossbill,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 203",survey (sources/survey.csv)
III,49,,Linnet,Linota cannabina,Linaria cannabina,Eurasian Linnet,eurlin1,eBird/Clements 2025,Q27075852,8104397,32635892A4EB874F,Linaria cannabina_Eurasian Linnet,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 191",survey (sources/survey.csv)
III,50,,"Twite, or Mountain-Linnet",Linota montium,Linaria flavirostris,Twite,twite1,eBird/Clements 2025,Q10965357,7668711,6CD4E38EB75CA3A0,Linaria flavirostris_Twite,,medium,no,"a draft from the survey of the folio: the List's name carried to a modern one, not yet reviewed; agrees with The Birds of Europe, plate 192",survey (sources/survey.csv)
